id;element1;element2;variable;subnet;voltLvl
measurement 487;EHV Bus 2445;NULL;p;EHV1;1
measurement 488;EHV Bus 2445;NULL;q;EHV1;1
measurement 489;EHV Bus 2445;NULL;v;EHV1;1
measurement 490;EHV Bus 2757;NULL;p;EHV1;1
measurement 491;EHV Bus 2757;NULL;q;EHV1;1
measurement 492;EHV Bus 2757;NULL;v;EHV1;1
measurement 493;EHV Bus 189;NULL;p;EHV1;1
measurement 494;EHV Bus 189;NULL;q;EHV1;1
measurement 495;EHV Bus 189;NULL;v;EHV1;1
measurement 496;EHV Bus 1500;NULL;p;EHV1;1
measurement 497;EHV Bus 1500;NULL;q;EHV1;1
measurement 498;EHV Bus 1500;NULL;v;EHV1;1
measurement 499;EHV Bus 761;NULL;p;EHV1;1
measurement 500;EHV Bus 761;NULL;q;EHV1;1
measurement 501;EHV Bus 761;NULL;v;EHV1;1
measurement 502;EHV Bus 488;NULL;p;EHV1;1
measurement 503;EHV Bus 488;NULL;q;EHV1;1
measurement 504;EHV Bus 488;NULL;v;EHV1;1
measurement 505;EHV Bus 1484;NULL;p;EHV1;1
measurement 506;EHV Bus 1484;NULL;q;EHV1;1
measurement 507;EHV Bus 1484;NULL;v;EHV1;1
measurement 508;EHV Bus 1494;NULL;p;EHV1;1
measurement 509;EHV Bus 1494;NULL;q;EHV1;1
measurement 510;EHV Bus 1494;NULL;v;EHV1;1
measurement 511;EHV Bus 1246;NULL;p;EHV1;1
measurement 512;EHV Bus 1246;NULL;q;EHV1;1
measurement 513;EHV Bus 1246;NULL;v;EHV1;1
measurement 514;EHV Bus 2112;NULL;p;EHV1;1
measurement 515;EHV Bus 2112;NULL;q;EHV1;1
measurement 516;EHV Bus 2112;NULL;v;EHV1;1
measurement 517;EHV Bus 194;NULL;p;EHV1;1
measurement 518;EHV Bus 194;NULL;q;EHV1;1
measurement 519;EHV Bus 194;NULL;v;EHV1;1
measurement 520;EHV Bus 1807;NULL;p;EHV1;1
measurement 521;EHV Bus 1807;NULL;q;EHV1;1
measurement 522;EHV Bus 1807;NULL;v;EHV1;1
measurement 523;EHV Bus 2123;NULL;p;EHV1;1
measurement 524;EHV Bus 2123;NULL;q;EHV1;1
measurement 525;EHV Bus 2123;NULL;v;EHV1;1
measurement 526;EHV Bus 2132;NULL;p;EHV1;1
measurement 527;EHV Bus 2132;NULL;q;EHV1;1
measurement 528;EHV Bus 2132;NULL;v;EHV1;1
measurement 529;EHV Bus 994;NULL;p;EHV1;1
measurement 530;EHV Bus 994;NULL;q;EHV1;1
measurement 531;EHV Bus 994;NULL;v;EHV1;1
measurement 532;EHV Bus 371;NULL;p;EHV1;1
measurement 533;EHV Bus 371;NULL;q;EHV1;1
measurement 534;EHV Bus 371;NULL;v;EHV1;1
measurement 535;EHV Bus 723;NULL;p;EHV1;1
measurement 536;EHV Bus 723;NULL;q;EHV1;1
measurement 537;EHV Bus 723;NULL;v;EHV1;1
measurement 538;EHV Bus 422;NULL;p;EHV1;1
measurement 539;EHV Bus 422;NULL;q;EHV1;1
measurement 540;EHV Bus 422;NULL;v;EHV1;1
measurement 541;EHV Bus 2543;NULL;p;EHV1;1
measurement 542;EHV Bus 2543;NULL;q;EHV1;1
measurement 543;EHV Bus 2543;NULL;v;EHV1;1
measurement 544;EHV Bus 2286;NULL;p;EHV1;1
measurement 545;EHV Bus 2286;NULL;q;EHV1;1
measurement 546;EHV Bus 2286;NULL;v;EHV1;1
measurement 547;EHV Bus 1084;NULL;p;EHV1;1
measurement 548;EHV Bus 1084;NULL;q;EHV1;1
measurement 549;EHV Bus 1084;NULL;v;EHV1;1
measurement 550;EHV Bus 2879;NULL;p;EHV1;1
measurement 551;EHV Bus 2879;NULL;q;EHV1;1
measurement 552;EHV Bus 2879;NULL;v;EHV1;1
measurement 553;EHV Bus 1418;NULL;p;EHV1;1
measurement 554;EHV Bus 1418;NULL;q;EHV1;1
measurement 555;EHV Bus 1418;NULL;v;EHV1;1
measurement 556;EHV Bus 1519;NULL;p;EHV1;1
measurement 557;EHV Bus 1519;NULL;q;EHV1;1
measurement 558;EHV Bus 1519;NULL;v;EHV1;1
measurement 559;EHV Bus 1655;NULL;p;EHV1;1
measurement 560;EHV Bus 1655;NULL;q;EHV1;1
measurement 561;EHV Bus 1655;NULL;v;EHV1;1
measurement 562;EHV Bus 972;NULL;p;EHV1;1
measurement 563;EHV Bus 972;NULL;q;EHV1;1
measurement 564;EHV Bus 972;NULL;v;EHV1;1
measurement 565;EHV Bus 2130;NULL;p;EHV1;1
measurement 566;EHV Bus 2130;NULL;q;EHV1;1
measurement 567;EHV Bus 2130;NULL;v;EHV1;1
measurement 568;EHV Bus 2034;NULL;p;EHV1;1
measurement 569;EHV Bus 2034;NULL;q;EHV1;1
measurement 570;EHV Bus 2034;NULL;v;EHV1;1
measurement 571;EHV Bus 2769;NULL;p;EHV1;1
measurement 572;EHV Bus 2769;NULL;q;EHV1;1
measurement 573;EHV Bus 2769;NULL;v;EHV1;1
measurement 574;EHV Bus 503;NULL;p;EHV1;1
measurement 575;EHV Bus 503;NULL;q;EHV1;1
measurement 576;EHV Bus 503;NULL;v;EHV1;1
measurement 577;EHV Bus 3073;NULL;p;EHV1;1
measurement 578;EHV Bus 3073;NULL;q;EHV1;1
measurement 579;EHV Bus 3073;NULL;v;EHV1;1
measurement 580;EHV Bus 1878;NULL;p;EHV1;1
measurement 581;EHV Bus 1878;NULL;q;EHV1;1
measurement 582;EHV Bus 1878;NULL;v;EHV1;1
measurement 583;EHV Bus 1093;NULL;p;EHV1;1
measurement 584;EHV Bus 1093;NULL;q;EHV1;1
measurement 585;EHV Bus 1093;NULL;v;EHV1;1
measurement 586;EHV Bus 2832;NULL;p;EHV1;1
measurement 587;EHV Bus 2832;NULL;q;EHV1;1
measurement 588;EHV Bus 2832;NULL;v;EHV1;1
measurement 589;EHV Bus 823;NULL;p;EHV1;1
measurement 590;EHV Bus 823;NULL;q;EHV1;1
measurement 591;EHV Bus 823;NULL;v;EHV1;1
measurement 592;EHV Bus 2338;NULL;p;EHV1;1
measurement 593;EHV Bus 2338;NULL;q;EHV1;1
measurement 594;EHV Bus 2338;NULL;v;EHV1;1
measurement 595;EHV Bus 2908;NULL;p;EHV1;1
measurement 596;EHV Bus 2908;NULL;q;EHV1;1
measurement 597;EHV Bus 2908;NULL;v;EHV1;1
measurement 598;EHV Bus 1570;NULL;p;EHV1;1
measurement 599;EHV Bus 1570;NULL;q;EHV1;1
measurement 600;EHV Bus 1570;NULL;v;EHV1;1
measurement 601;EHV Bus 30;NULL;p;EHV1;1
measurement 602;EHV Bus 30;NULL;q;EHV1;1
measurement 603;EHV Bus 30;NULL;v;EHV1;1
measurement 604;EHV Bus 457;NULL;p;EHV1;1
measurement 605;EHV Bus 457;NULL;q;EHV1;1
measurement 606;EHV Bus 457;NULL;v;EHV1;1
measurement 607;EHV Bus 1549;NULL;p;EHV1;1
measurement 608;EHV Bus 1549;NULL;q;EHV1;1
measurement 609;EHV Bus 1549;NULL;v;EHV1;1
measurement 610;EHV Bus 875;NULL;p;EHV1;1
measurement 611;EHV Bus 875;NULL;q;EHV1;1
measurement 612;EHV Bus 875;NULL;v;EHV1;1
measurement 613;EHV Bus 1652;NULL;p;EHV1;1
measurement 614;EHV Bus 1652;NULL;q;EHV1;1
measurement 615;EHV Bus 1652;NULL;v;EHV1;1
measurement 616;EHV Bus 2701;NULL;p;EHV1;1
measurement 617;EHV Bus 2701;NULL;q;EHV1;1
measurement 618;EHV Bus 2701;NULL;v;EHV1;1
measurement 619;EHV Bus 1847;NULL;p;EHV1;1
measurement 620;EHV Bus 1847;NULL;q;EHV1;1
measurement 621;EHV Bus 1847;NULL;v;EHV1;1
measurement 622;EHV Bus 1914;NULL;p;EHV1;1
measurement 623;EHV Bus 1914;NULL;q;EHV1;1
measurement 624;EHV Bus 1914;NULL;v;EHV1;1
measurement 625;EHV Bus 2999;NULL;p;EHV1;1
measurement 626;EHV Bus 2999;NULL;q;EHV1;1
measurement 627;EHV Bus 2999;NULL;v;EHV1;1
measurement 628;EHV Bus 388;NULL;p;EHV1;1
measurement 629;EHV Bus 388;NULL;q;EHV1;1
measurement 630;EHV Bus 388;NULL;v;EHV1;1
measurement 631;EHV Bus 1019;NULL;p;EHV1;1
measurement 632;EHV Bus 1019;NULL;q;EHV1;1
measurement 633;EHV Bus 1019;NULL;v;EHV1;1
measurement 634;EHV Bus 2036;NULL;p;EHV1;1
measurement 635;EHV Bus 2036;NULL;q;EHV1;1
measurement 636;EHV Bus 2036;NULL;v;EHV1;1
measurement 637;EHV Bus 2488;NULL;p;EHV1;1
measurement 638;EHV Bus 2488;NULL;q;EHV1;1
measurement 639;EHV Bus 2488;NULL;v;EHV1;1
measurement 640;EHV Bus 622;NULL;p;EHV1;1
measurement 641;EHV Bus 622;NULL;q;EHV1;1
measurement 642;EHV Bus 622;NULL;v;EHV1;1
measurement 643;EHV Bus 316;NULL;p;EHV1;1
measurement 644;EHV Bus 316;NULL;q;EHV1;1
measurement 645;EHV Bus 316;NULL;v;EHV1;1
measurement 646;EHV Bus 2210;NULL;p;EHV1;1
measurement 647;EHV Bus 2210;NULL;q;EHV1;1
measurement 648;EHV Bus 2210;NULL;v;EHV1;1
measurement 649;EHV Bus 686;NULL;p;EHV1;1
measurement 650;EHV Bus 686;NULL;q;EHV1;1
measurement 651;EHV Bus 686;NULL;v;EHV1;1
measurement 652;EHV Bus 1521;NULL;p;EHV1;1
measurement 653;EHV Bus 1521;NULL;q;EHV1;1
measurement 654;EHV Bus 1521;NULL;v;EHV1;1
measurement 655;EHV Bus 1571;NULL;p;EHV1;1
measurement 656;EHV Bus 1571;NULL;q;EHV1;1
measurement 657;EHV Bus 1571;NULL;v;EHV1;1
measurement 658;EHV Bus 108;NULL;p;EHV1;1
measurement 659;EHV Bus 108;NULL;q;EHV1;1
measurement 660;EHV Bus 108;NULL;v;EHV1;1
measurement 661;EHV Bus 1433;NULL;p;EHV1;1
measurement 662;EHV Bus 1433;NULL;q;EHV1;1
measurement 663;EHV Bus 1433;NULL;v;EHV1;1
measurement 664;EHV Bus 74;NULL;p;EHV1;1
measurement 665;EHV Bus 74;NULL;q;EHV1;1
measurement 666;EHV Bus 74;NULL;v;EHV1;1
measurement 667;EHV Bus 1201;NULL;p;EHV1;1
measurement 668;EHV Bus 1201;NULL;q;EHV1;1
measurement 669;EHV Bus 1201;NULL;v;EHV1;1
measurement 670;EHV Bus 373;NULL;p;EHV1;1
measurement 671;EHV Bus 373;NULL;q;EHV1;1
measurement 672;EHV Bus 373;NULL;v;EHV1;1
measurement 673;EHV Bus 2638;NULL;p;EHV1;1
measurement 674;EHV Bus 2638;NULL;q;EHV1;1
measurement 675;EHV Bus 2638;NULL;v;EHV1;1
measurement 676;EHV Bus 967;NULL;p;EHV1;1
measurement 677;EHV Bus 967;NULL;q;EHV1;1
measurement 678;EHV Bus 967;NULL;v;EHV1;1
measurement 679;EHV Bus 1177;NULL;p;EHV1;1
measurement 680;EHV Bus 1177;NULL;q;EHV1;1
measurement 681;EHV Bus 1177;NULL;v;EHV1;1
measurement 682;EHV Bus 1497;NULL;p;EHV1;1
measurement 683;EHV Bus 1497;NULL;q;EHV1;1
measurement 684;EHV Bus 1497;NULL;v;EHV1;1
measurement 685;EHV Bus 472;NULL;p;EHV1;1
measurement 686;EHV Bus 472;NULL;q;EHV1;1
measurement 687;EHV Bus 472;NULL;v;EHV1;1
measurement 688;EHV Bus 1205;NULL;p;EHV1;1
measurement 689;EHV Bus 1205;NULL;q;EHV1;1
measurement 690;EHV Bus 1205;NULL;v;EHV1;1
measurement 691;EHV Bus 186;NULL;p;EHV1;1
measurement 692;EHV Bus 186;NULL;q;EHV1;1
measurement 693;EHV Bus 186;NULL;v;EHV1;1
measurement 694;EHV Bus 1528;NULL;p;EHV1;1
measurement 695;EHV Bus 1528;NULL;q;EHV1;1
measurement 696;EHV Bus 1528;NULL;v;EHV1;1
measurement 697;EHV Bus 772;NULL;p;EHV1;1
measurement 698;EHV Bus 772;NULL;q;EHV1;1
measurement 699;EHV Bus 772;NULL;v;EHV1;1
measurement 700;EHV Bus 290;NULL;p;EHV1;1
measurement 701;EHV Bus 290;NULL;q;EHV1;1
measurement 702;EHV Bus 290;NULL;v;EHV1;1
measurement 703;EHV Bus 425;NULL;p;EHV1;1
measurement 704;EHV Bus 425;NULL;q;EHV1;1
measurement 705;EHV Bus 425;NULL;v;EHV1;1
measurement 706;EHV Bus 1683;NULL;p;EHV1;1
measurement 707;EHV Bus 1683;NULL;q;EHV1;1
measurement 708;EHV Bus 1683;NULL;v;EHV1;1
measurement 709;EHV Bus 821;NULL;p;EHV1;1
measurement 710;EHV Bus 821;NULL;q;EHV1;1
measurement 711;EHV Bus 821;NULL;v;EHV1;1
measurement 712;EHV Bus 2729;NULL;p;EHV1;1
measurement 713;EHV Bus 2729;NULL;q;EHV1;1
measurement 714;EHV Bus 2729;NULL;v;EHV1;1
measurement 715;EHV Bus 1747;NULL;p;EHV1;1
measurement 716;EHV Bus 1747;NULL;q;EHV1;1
measurement 717;EHV Bus 1747;NULL;v;EHV1;1
measurement 718;EHV Bus 2380;NULL;p;EHV1;1
measurement 719;EHV Bus 2380;NULL;q;EHV1;1
measurement 720;EHV Bus 2380;NULL;v;EHV1;1
measurement 721;EHV Bus 2320;NULL;p;EHV1;1
measurement 722;EHV Bus 2320;NULL;q;EHV1;1
measurement 723;EHV Bus 2320;NULL;v;EHV1;1
measurement 724;EHV Bus 1846;NULL;p;EHV1;1
measurement 725;EHV Bus 1846;NULL;q;EHV1;1
measurement 726;EHV Bus 1846;NULL;v;EHV1;1
measurement 727;EHV Bus 2842;NULL;p;EHV1;1
measurement 728;EHV Bus 2842;NULL;q;EHV1;1
measurement 729;EHV Bus 2842;NULL;v;EHV1;1
measurement 730;EHV Bus 2020;NULL;p;EHV1;1
measurement 731;EHV Bus 2020;NULL;q;EHV1;1
measurement 732;EHV Bus 2020;NULL;v;EHV1;1
measurement 733;EHV Bus 1488;NULL;p;EHV1;1
measurement 734;EHV Bus 1488;NULL;q;EHV1;1
measurement 735;EHV Bus 1488;NULL;v;EHV1;1
measurement 736;EHV Bus 2733;NULL;p;EHV1;1
measurement 737;EHV Bus 2733;NULL;q;EHV1;1
measurement 738;EHV Bus 2733;NULL;v;EHV1;1
measurement 739;EHV Bus 1779;NULL;p;EHV1;1
measurement 740;EHV Bus 1779;NULL;q;EHV1;1
measurement 741;EHV Bus 1779;NULL;v;EHV1;1
measurement 742;EHV Bus 668;NULL;p;EHV1;1
measurement 743;EHV Bus 668;NULL;q;EHV1;1
measurement 744;EHV Bus 668;NULL;v;EHV1;1
measurement 745;EHV Bus 1267;NULL;p;EHV1;1
measurement 746;EHV Bus 1267;NULL;q;EHV1;1
measurement 747;EHV Bus 1267;NULL;v;EHV1;1
measurement 748;EHV Bus 10;NULL;p;EHV1;1
measurement 749;EHV Bus 10;NULL;q;EHV1;1
measurement 750;EHV Bus 10;NULL;v;EHV1;1
measurement 751;EHV Bus 2831;NULL;p;EHV1;1
measurement 752;EHV Bus 2831;NULL;q;EHV1;1
measurement 753;EHV Bus 2831;NULL;v;EHV1;1
measurement 754;EHV Bus 812;NULL;p;EHV1;1
measurement 755;EHV Bus 812;NULL;q;EHV1;1
measurement 756;EHV Bus 812;NULL;v;EHV1;1
measurement 757;EHV Bus 2511;NULL;p;EHV1;1
measurement 758;EHV Bus 2511;NULL;q;EHV1;1
measurement 759;EHV Bus 2511;NULL;v;EHV1;1
measurement 760;EHV Bus 2398;NULL;p;EHV1;1
measurement 761;EHV Bus 2398;NULL;q;EHV1;1
measurement 762;EHV Bus 2398;NULL;v;EHV1;1
measurement 763;EHV Bus 1913;NULL;p;EHV1;1
measurement 764;EHV Bus 1913;NULL;q;EHV1;1
measurement 765;EHV Bus 1913;NULL;v;EHV1;1
measurement 766;EHV Bus 706;NULL;p;EHV1;1
measurement 767;EHV Bus 706;NULL;q;EHV1;1
measurement 768;EHV Bus 706;NULL;v;EHV1;1
measurement 769;EHV Bus 2728;NULL;p;EHV1;1
measurement 770;EHV Bus 2728;NULL;q;EHV1;1
measurement 771;EHV Bus 2728;NULL;v;EHV1;1
measurement 772;EHV Bus 738;NULL;p;EHV1;1
measurement 773;EHV Bus 738;NULL;q;EHV1;1
measurement 774;EHV Bus 738;NULL;v;EHV1;1
measurement 775;EHV Bus 2062;NULL;p;EHV1;1
measurement 776;EHV Bus 2062;NULL;q;EHV1;1
measurement 777;EHV Bus 2062;NULL;v;EHV1;1
measurement 778;EHV Bus 876;NULL;p;EHV1;1
measurement 779;EHV Bus 876;NULL;q;EHV1;1
measurement 780;EHV Bus 876;NULL;v;EHV1;1
measurement 781;EHV Bus 2775;NULL;p;EHV1;1
measurement 782;EHV Bus 2775;NULL;q;EHV1;1
measurement 783;EHV Bus 2775;NULL;v;EHV1;1
measurement 784;EHV Bus 1780;NULL;p;EHV1;1
measurement 785;EHV Bus 1780;NULL;q;EHV1;1
measurement 786;EHV Bus 1780;NULL;v;EHV1;1
measurement 787;EHV Bus 1010;NULL;p;EHV1;1
measurement 788;EHV Bus 1010;NULL;q;EHV1;1
measurement 789;EHV Bus 1010;NULL;v;EHV1;1
measurement 790;EHV Bus 1937;NULL;p;EHV1;1
measurement 791;EHV Bus 1937;NULL;q;EHV1;1
measurement 792;EHV Bus 1937;NULL;v;EHV1;1
measurement 793;EHV Bus 240;NULL;p;EHV1;1
measurement 794;EHV Bus 240;NULL;q;EHV1;1
measurement 795;EHV Bus 240;NULL;v;EHV1;1
measurement 796;EHV Bus 368;NULL;p;EHV1;1
measurement 797;EHV Bus 368;NULL;q;EHV1;1
measurement 798;EHV Bus 368;NULL;v;EHV1;1
measurement 799;EHV Bus 1317;NULL;p;EHV1;1
measurement 800;EHV Bus 1317;NULL;q;EHV1;1
measurement 801;EHV Bus 1317;NULL;v;EHV1;1
measurement 802;EHV Bus 2423;NULL;p;EHV1;1
measurement 803;EHV Bus 2423;NULL;q;EHV1;1
measurement 804;EHV Bus 2423;NULL;v;EHV1;1
measurement 805;EHV Bus 77;NULL;p;EHV1;1
measurement 806;EHV Bus 77;NULL;q;EHV1;1
measurement 807;EHV Bus 77;NULL;v;EHV1;1
measurement 808;EHV Bus 2207;NULL;p;EHV1;1
measurement 809;EHV Bus 2207;NULL;q;EHV1;1
measurement 810;EHV Bus 2207;NULL;v;EHV1;1
measurement 811;EHV Bus 1629;NULL;p;EHV1;1
measurement 812;EHV Bus 1629;NULL;q;EHV1;1
measurement 813;EHV Bus 1629;NULL;v;EHV1;1
measurement 814;EHV Bus 2457;NULL;p;EHV1;1
measurement 815;EHV Bus 2457;NULL;q;EHV1;1
measurement 816;EHV Bus 2457;NULL;v;EHV1;1
measurement 817;EHV Bus 1092;NULL;p;EHV1;1
measurement 818;EHV Bus 1092;NULL;q;EHV1;1
measurement 819;EHV Bus 1092;NULL;v;EHV1;1
measurement 820;EHV Bus 3041;NULL;p;EHV1;1
measurement 821;EHV Bus 3041;NULL;q;EHV1;1
measurement 822;EHV Bus 3041;NULL;v;EHV1;1
measurement 823;EHV Bus 1730;NULL;p;EHV1;1
measurement 824;EHV Bus 1730;NULL;q;EHV1;1
measurement 825;EHV Bus 1730;NULL;v;EHV1;1
measurement 826;EHV Bus 3045;NULL;p;EHV1;1
measurement 827;EHV Bus 3045;NULL;q;EHV1;1
measurement 828;EHV Bus 3045;NULL;v;EHV1;1
measurement 829;EHV Bus 109;NULL;p;EHV1;1
measurement 830;EHV Bus 109;NULL;q;EHV1;1
measurement 831;EHV Bus 109;NULL;v;EHV1;1
measurement 832;EHV Bus 2285;NULL;p;EHV1;1
measurement 833;EHV Bus 2285;NULL;q;EHV1;1
measurement 834;EHV Bus 2285;NULL;v;EHV1;1
measurement 835;EHV Bus 2555;NULL;p;EHV1;1
measurement 836;EHV Bus 2555;NULL;q;EHV1;1
measurement 837;EHV Bus 2555;NULL;v;EHV1;1
measurement 838;EHV Bus 1724;NULL;p;EHV1;1
measurement 839;EHV Bus 1724;NULL;q;EHV1;1
measurement 840;EHV Bus 1724;NULL;v;EHV1;1
measurement 841;EHV Bus 127;NULL;p;EHV1;1
measurement 842;EHV Bus 127;NULL;q;EHV1;1
measurement 843;EHV Bus 127;NULL;v;EHV1;1
measurement 844;EHV Bus 2529;NULL;p;EHV1;1
measurement 845;EHV Bus 2529;NULL;q;EHV1;1
measurement 846;EHV Bus 2529;NULL;v;EHV1;1
measurement 847;EHV Bus 179;NULL;p;EHV1;1
measurement 848;EHV Bus 179;NULL;q;EHV1;1
measurement 849;EHV Bus 179;NULL;v;EHV1;1
measurement 850;EHV Bus 2085;NULL;p;EHV1;1
measurement 851;EHV Bus 2085;NULL;q;EHV1;1
measurement 852;EHV Bus 2085;NULL;v;EHV1;1
measurement 853;EHV Bus 2662;NULL;p;EHV1;1
measurement 854;EHV Bus 2662;NULL;q;EHV1;1
measurement 855;EHV Bus 2662;NULL;v;EHV1;1
measurement 856;EHV Bus 977;NULL;p;EHV1;1
measurement 857;EHV Bus 977;NULL;q;EHV1;1
measurement 858;EHV Bus 977;NULL;v;EHV1;1
measurement 859;EHV Bus 1474;NULL;p;EHV1;1
measurement 860;EHV Bus 1474;NULL;q;EHV1;1
measurement 861;EHV Bus 1474;NULL;v;EHV1;1
measurement 862;EHV Bus 50;NULL;p;EHV1;1
measurement 863;EHV Bus 50;NULL;q;EHV1;1
measurement 864;EHV Bus 50;NULL;v;EHV1;1
measurement 865;EHV Bus 1193;NULL;p;EHV1;1
measurement 866;EHV Bus 1193;NULL;q;EHV1;1
measurement 867;EHV Bus 1193;NULL;v;EHV1;1
measurement 868;EHV Bus 238;NULL;p;EHV1;1
measurement 869;EHV Bus 238;NULL;q;EHV1;1
measurement 870;EHV Bus 238;NULL;v;EHV1;1
measurement 871;EHV Bus 885;NULL;p;EHV1;1
measurement 872;EHV Bus 885;NULL;q;EHV1;1
measurement 873;EHV Bus 885;NULL;v;EHV1;1
measurement 874;EHV Bus 306;NULL;p;EHV1;1
measurement 875;EHV Bus 306;NULL;q;EHV1;1
measurement 876;EHV Bus 306;NULL;v;EHV1;1
measurement 877;EHV Bus 42;NULL;p;EHV1;1
measurement 878;EHV Bus 42;NULL;q;EHV1;1
measurement 879;EHV Bus 42;NULL;v;EHV1;1
measurement 880;EHV Bus 2524;NULL;p;EHV1;1
measurement 881;EHV Bus 2524;NULL;q;EHV1;1
measurement 882;EHV Bus 2524;NULL;v;EHV1;1
measurement 883;EHV Bus 180;NULL;p;EHV1;1
measurement 884;EHV Bus 180;NULL;q;EHV1;1
measurement 885;EHV Bus 180;NULL;v;EHV1;1
measurement 886;EHV Bus 552;NULL;p;EHV1;1
measurement 887;EHV Bus 552;NULL;q;EHV1;1
measurement 888;EHV Bus 552;NULL;v;EHV1;1
measurement 889;EHV Bus 1344;NULL;p;EHV1;1
measurement 890;EHV Bus 1344;NULL;q;EHV1;1
measurement 891;EHV Bus 1344;NULL;v;EHV1;1
measurement 892;EHV Bus 604;NULL;p;EHV1;1
measurement 893;EHV Bus 604;NULL;q;EHV1;1
measurement 894;EHV Bus 604;NULL;v;EHV1;1
measurement 895;EHV Bus 1650;NULL;p;EHV1_HV1;1
measurement 896;EHV Bus 1650;NULL;q;EHV1_HV1;1
measurement 897;EHV Bus 1650;NULL;v;EHV1_HV1;1
measurement 898;EHV Bus 385;NULL;p;EHV1;1
measurement 899;EHV Bus 385;NULL;q;EHV1;1
measurement 900;EHV Bus 385;NULL;v;EHV1;1
measurement 901;EHV Bus 735;NULL;p;EHV1;1
measurement 902;EHV Bus 735;NULL;q;EHV1;1
measurement 903;EHV Bus 735;NULL;v;EHV1;1
measurement 904;EHV Bus 1936;NULL;p;EHV1;1
measurement 905;EHV Bus 1936;NULL;q;EHV1;1
measurement 906;EHV Bus 1936;NULL;v;EHV1;1
measurement 907;EHV Bus 2260;NULL;p;EHV1;1
measurement 908;EHV Bus 2260;NULL;q;EHV1;1
measurement 909;EHV Bus 2260;NULL;v;EHV1;1
measurement 910;EHV Bus 249;NULL;p;EHV1;1
measurement 911;EHV Bus 249;NULL;q;EHV1;1
measurement 912;EHV Bus 249;NULL;v;EHV1;1
measurement 913;EHV Bus 2355;NULL;p;EHV1;1
measurement 914;EHV Bus 2355;NULL;q;EHV1;1
measurement 915;EHV Bus 2355;NULL;v;EHV1;1
measurement 916;EHV Bus 1757;NULL;p;EHV1;1
measurement 917;EHV Bus 1757;NULL;q;EHV1;1
measurement 918;EHV Bus 1757;NULL;v;EHV1;1
measurement 919;EHV Bus 2693;NULL;p;EHV1;1
measurement 920;EHV Bus 2693;NULL;q;EHV1;1
measurement 921;EHV Bus 2693;NULL;v;EHV1;1
measurement 922;EHV Bus 896;NULL;p;EHV1;1
measurement 923;EHV Bus 896;NULL;q;EHV1;1
measurement 924;EHV Bus 896;NULL;v;EHV1;1
measurement 925;EHV Bus 1428;NULL;p;EHV1;1
measurement 926;EHV Bus 1428;NULL;q;EHV1;1
measurement 927;EHV Bus 1428;NULL;v;EHV1;1
measurement 928;EHV Bus 276;NULL;p;EHV1;1
measurement 929;EHV Bus 276;NULL;q;EHV1;1
measurement 930;EHV Bus 276;NULL;v;EHV1;1
measurement 931;EHV Bus 2494;NULL;p;EHV1;1
measurement 932;EHV Bus 2494;NULL;q;EHV1;1
measurement 933;EHV Bus 2494;NULL;v;EHV1;1
measurement 934;EHV Bus 2282;NULL;p;EHV1;1
measurement 935;EHV Bus 2282;NULL;q;EHV1;1
measurement 936;EHV Bus 2282;NULL;v;EHV1;1
measurement 937;EHV Bus 3061;NULL;p;EHV1;1
measurement 938;EHV Bus 3061;NULL;q;EHV1;1
measurement 939;EHV Bus 3061;NULL;v;EHV1;1
measurement 940;EHV Bus 2706;NULL;p;EHV1;1
measurement 941;EHV Bus 2706;NULL;q;EHV1;1
measurement 942;EHV Bus 2706;NULL;v;EHV1;1
measurement 943;EHV Bus 2400;NULL;p;EHV1;1
measurement 944;EHV Bus 2400;NULL;q;EHV1;1
measurement 945;EHV Bus 2400;NULL;v;EHV1;1
measurement 946;EHV Bus 808;NULL;p;EHV1;1
measurement 947;EHV Bus 808;NULL;q;EHV1;1
measurement 948;EHV Bus 808;NULL;v;EHV1;1
measurement 949;EHV Bus 253;NULL;p;EHV1;1
measurement 950;EHV Bus 253;NULL;q;EHV1;1
measurement 951;EHV Bus 253;NULL;v;EHV1;1
measurement 952;EHV Bus 502;NULL;p;EHV1;1
measurement 953;EHV Bus 502;NULL;q;EHV1;1
measurement 954;EHV Bus 502;NULL;v;EHV1;1
measurement 955;EHV Bus 2417;NULL;p;EHV1;1
measurement 956;EHV Bus 2417;NULL;q;EHV1;1
measurement 957;EHV Bus 2417;NULL;v;EHV1;1
measurement 958;EHV Bus 2864;NULL;p;EHV1;1
measurement 959;EHV Bus 2864;NULL;q;EHV1;1
measurement 960;EHV Bus 2864;NULL;v;EHV1;1
measurement 961;EHV Bus 2622;NULL;p;EHV1;1
measurement 962;EHV Bus 2622;NULL;q;EHV1;1
measurement 963;EHV Bus 2622;NULL;v;EHV1;1
measurement 964;EHV Bus 537;NULL;p;EHV1;1
measurement 965;EHV Bus 537;NULL;q;EHV1;1
measurement 966;EHV Bus 537;NULL;v;EHV1;1
measurement 967;EHV Bus 2540;NULL;p;EHV1;1
measurement 968;EHV Bus 2540;NULL;q;EHV1;1
measurement 969;EHV Bus 2540;NULL;v;EHV1;1
measurement 970;EHV Bus 2860;NULL;p;EHV1;1
measurement 971;EHV Bus 2860;NULL;q;EHV1;1
measurement 972;EHV Bus 2860;NULL;v;EHV1;1
measurement 973;EHV Bus 2675;NULL;p;EHV1;1
