id;element1;element2;variable;subnet;voltLvl
MV2.103 Measurement 12;MV2.103 Bus 13_2;MV2.103 Line 11;q;MV2.103_Feeder1;5
MV2.103 Measurement 13;MV2.103 busbar1.1;NULL;v;MV2.103;5
MV2.103 Measurement 14;MV2.103 Bus 14_2;MV2.103 Line 12;q;MV2.103_Feeder1;5
MV2.103 Measurement 15;MV2.103 busbar1.1_3;MV2.103 Line 23;q;MV2.103_Feeder2;5
MV2.103 Measurement 16;MV2.103 busbar1.1_4;MV2.103 Line 35;q;MV2.103_Feeder3;5
MV2.103 Measurement 17;MV2.103 Bus 43_3;MV2.103 Line 45;q;MV2.103_Feeder3;5
MV2.103 Measurement 18;MV2.103 busbar1.1_5;MV2.103 Line 46;q;MV2.103_Feeder4;5
MV2.103 Measurement 19;MV2.103 busbar1.1_6;MV2.103 Line 59;q;MV2.103_Feeder5;5
MV2.103 Measurement 20;MV2.103 busbar1.1;NULL;v;MV2.103;5
MV2.103 Measurement 21;MV2.103 Bus 14;NULL;v;MV2.103_Feeder1;5
MV2.103 Measurement 22;MV2.103 Bus 48;NULL;v;MV2.103_Feeder3;5
MV2.103 Measurement 23;MV2.103 busbar1.1;NULL;p;MV2.103;5
MV2.103 Measurement 24;MV2.103 busbar1.2;NULL;v;MV2.103;5
MV2.103 Measurement 25;MV2.103 Bus 14;NULL;p;MV2.103_Feeder1;5
MV2.103 Measurement 26;MV2.103 Bus 48;NULL;p;MV2.103_Feeder3;5
MV2.103 Measurement 27;MV2.103 busbar1.1;NULL;q;MV2.103;5
MV2.103 Measurement 28;MV2.103 Bus 14;NULL;q;MV2.103_Feeder1;5
MV2.103 Measurement 29;MV2.103 Bus 48;NULL;q;MV2.103_Feeder3;5
MV2.103 Measurement 30;MV2.103 busbar1.1_1;HV1-MV2.103-Trafo1;p;MV2.103;3
MV2.103 Measurement 31;MV2.103 busbar1.2_1;HV1-MV2.103-Trafo2;p;MV2.103;3
MV2.103 Measurement 32;MV2.103 busbar1.1_1;HV1-MV2.103-Trafo1;q;MV2.103;3
MV2.103 Measurement 33;MV2.103 busbar1.2_1;HV1-MV2.103-Trafo2;q;MV2.103;3
MV2.103 Measurement 34;MV2.103 busbar1.1_1;HV1-MV2.103-Trafo1;i;MV2.103;3
MV2.103 Measurement 35;MV2.103 busbar1.2_1;HV1-MV2.103-Trafo2;i;MV2.103;3
MV3.102 Measurement 1;HV1 Bus 47;NULL;v;HV1_MV3.102;3
MV3.102 Measurement 2;HV1 Bus 48;NULL;v;HV1_MV3.102;3
MV3.102 Measurement 3;MV3.102 BS busbar1C;NULL;v;MV3.102;5
MV3.102 Measurement 4;MV3.102 node1;HV1-MV3.102-Trafo1;p;MV3.102;3
MV3.102 Measurement 5;MV3.102 node2;HV1-MV3.102-Trafo2;p;MV3.102;3
MV3.102 Measurement 6;MV3.102 node1;HV1-MV3.102-Trafo1;q;MV3.102;3
MV3.102 Measurement 7;MV3.102 node2;HV1-MV3.102-Trafo2;q;MV3.102;3
MV3.102 Measurement 8;MV3.102 node1;HV1-MV3.102-Trafo1;i;MV3.102;3
MV3.102 Measurement 9;MV3.102 node2;HV1-MV3.102-Trafo2;i;MV3.102;3
MV3.102 Measurement 10;MV3.102 Bus 68_2;MV3.102 Line 59;p;MV3.102_Feeder7;5
MV3.102 Measurement 11;MV3.102 Bus 69_2;MV3.102 Line 60;p;MV3.102_Feeder7;5
MV3.102 Measurement 12;MV3.102 Bus 89_2;MV3.102 Line 80;p;MV3.102_Feeder8;5
MV3.102 Measurement 13;MV3.102 node1;NULL;v;MV3.102;5
MV3.102 Measurement 14;MV3.102 Bus 90_2;MV3.102 Line 81;p;MV3.102_Feeder8;5
MV3.102 Measurement 15;MV3.102 Bus 98_2;MV3.102 Line 89;p;MV3.102_Feeder9;5
MV3.102 Measurement 16;MV3.102 Bus 99_2;MV3.102 Line 90;p;MV3.102_Feeder9;5
MV3.102 Measurement 17;MV3.102 Bus 35_2;MV3.102 loop_line 1;p;MV3.102_Loop_Line;5
MV3.102 Measurement 18;MV3.102 Bus 58_2;MV3.102 loop_line 2;p;MV3.102_Loop_Line;5
MV3.102 Measurement 19;MV3.102 Bus 68_2;MV3.102 Line 59;q;MV3.102_Feeder7;5
MV3.102 Measurement 20;MV3.102 Bus 69_2;MV3.102 Line 60;q;MV3.102_Feeder7;5
MV3.102 Measurement 21;MV3.102 Bus 89_2;MV3.102 Line 80;q;MV3.102_Feeder8;5
MV3.102 Measurement 22;MV3.102 Bus 90_2;MV3.102 Line 81;q;MV3.102_Feeder8;5
MV3.102 Measurement 23;MV3.102 Bus 98_2;MV3.102 Line 89;q;MV3.102_Feeder9;5
MV3.102 Measurement 24;MV3.102 node2;NULL;v;MV3.102;5
MV3.102 Measurement 25;MV3.102 Bus 99_2;MV3.102 Line 90;q;MV3.102_Feeder9;5
MV3.102 Measurement 26;MV3.102 Bus 35_2;MV3.102 loop_line 1;q;MV3.102_Loop_Line;5
MV3.102 Measurement 27;MV3.102 Bus 58_2;MV3.102 loop_line 2;q;MV3.102_Loop_Line;5
MV3.102 Measurement 28;MV3.102 Bus 69;NULL;v;MV3.102_Feeder7;5
MV3.102 Measurement 29;MV3.102 Bus 90;NULL;v;MV3.102_Feeder8;5
MV3.102 Measurement 30;MV3.102 Bus 99;NULL;v;MV3.102_Feeder9;5
MV3.102 Measurement 31;MV3.102 Bus 69;NULL;p;MV3.102_Feeder7;5
MV3.102 Measurement 32;MV3.102 Bus 90;NULL;p;MV3.102_Feeder8;5
MV3.102 Measurement 33;MV3.102 Bus 99;NULL;p;MV3.102_Feeder9;5
MV3.102 Measurement 34;MV3.102 Bus 69;NULL;q;MV3.102_Feeder7;5
MV3.102 Measurement 35;MV3.102 busbar1A;NULL;v;MV3.102;5
MV3.102 Measurement 36;MV3.102 Bus 90;NULL;q;MV3.102_Feeder8;5
MV3.102 Measurement 37;MV3.102 Bus 99;NULL;q;MV3.102_Feeder9;5
MV3.102 Measurement 38;MV3.102 busbar1B;NULL;v;MV3.102;5
MV3.102 Measurement 39;MV3.102 busbar2A;NULL;v;MV3.102;5
MV3.102 Measurement 40;MV3.102 busbar2B;NULL;v;MV3.102;5
MV3.102 Measurement 41;MV3.102 BS busbar1A;NULL;v;MV3.102;5
MV3.102 Measurement 42;MV3.102 BS busbar1B;NULL;v;MV3.102;5
MV3.103 Measurement 1;HV1 Bus 55;NULL;v;HV1_MV3.103;3
MV3.103 Measurement 2;HV1 Bus 56;NULL;v;HV1_MV3.103;3
MV3.103 Measurement 3;MV3.103 BS busbar1C;NULL;v;MV3.103;5
MV3.103 Measurement 4;MV3.103 node1;HV1-MV3.103-Trafo1;p;MV3.103;3
MV3.103 Measurement 5;MV3.103 node2;HV1-MV3.103-Trafo2;p;MV3.103;3
MV3.103 Measurement 6;MV3.103 node1;HV1-MV3.103-Trafo1;q;MV3.103;3
MV3.103 Measurement 7;MV3.103 node2;HV1-MV3.103-Trafo2;q;MV3.103;3
MV3.103 Measurement 8;MV3.103 node1;HV1-MV3.103-Trafo1;i;MV3.103;3
MV3.103 Measurement 9;MV3.103 node2;HV1-MV3.103-Trafo2;i;MV3.103;3
MV3.103 Measurement 10;MV3.103 Bus 68_2;MV3.103 Line 59;p;MV3.103_Feeder7;5
MV3.103 Measurement 11;MV3.103 Bus 69_2;MV3.103 Line 60;p;MV3.103_Feeder7;5
MV3.103 Measurement 12;MV3.103 Bus 89_2;MV3.103 Line 80;p;MV3.103_Feeder8;5
MV3.103 Measurement 13;MV3.103 node1;NULL;v;MV3.103;5
MV3.103 Measurement 14;MV3.103 Bus 90_2;MV3.103 Line 81;p;MV3.103_Feeder8;5
MV3.103 Measurement 15;MV3.103 Bus 98_2;MV3.103 Line 89;p;MV3.103_Feeder9;5
MV3.103 Measurement 16;MV3.103 Bus 99_2;MV3.103 Line 90;p;MV3.103_Feeder9;5
MV3.103 Measurement 17;MV3.103 Bus 35_2;MV3.103 loop_line 1;p;MV3.103_Loop_Line;5
MV3.103 Measurement 18;MV3.103 Bus 58_2;MV3.103 loop_line 2;p;MV3.103_Loop_Line;5
MV3.103 Measurement 19;MV3.103 Bus 68_2;MV3.103 Line 59;q;MV3.103_Feeder7;5
MV3.103 Measurement 20;MV3.103 Bus 69_2;MV3.103 Line 60;q;MV3.103_Feeder7;5
MV3.103 Measurement 21;MV3.103 Bus 89_2;MV3.103 Line 80;q;MV3.103_Feeder8;5
MV3.103 Measurement 22;MV3.103 Bus 90_2;MV3.103 Line 81;q;MV3.103_Feeder8;5
MV3.103 Measurement 23;MV3.103 Bus 98_2;MV3.103 Line 89;q;MV3.103_Feeder9;5
MV3.103 Measurement 24;MV3.103 node2;NULL;v;MV3.103;5
MV3.103 Measurement 25;MV3.103 Bus 99_2;MV3.103 Line 90;q;MV3.103_Feeder9;5
MV3.103 Measurement 26;MV3.103 Bus 35_2;MV3.103 loop_line 1;q;MV3.103_Loop_Line;5
MV3.103 Measurement 27;MV3.103 Bus 58_2;MV3.103 loop_line 2;q;MV3.103_Loop_Line;5
MV3.103 Measurement 28;MV3.103 Bus 69;NULL;v;MV3.103_Feeder7;5
MV3.103 Measurement 29;MV3.103 Bus 90;NULL;v;MV3.103_Feeder8;5
MV3.103 Measurement 30;MV3.103 Bus 99;NULL;v;MV3.103_Feeder9;5
MV3.103 Measurement 31;MV3.103 Bus 69;NULL;p;MV3.103_Feeder7;5
MV3.103 Measurement 32;MV3.103 Bus 90;NULL;p;MV3.103_Feeder8;5
MV3.103 Measurement 33;MV3.103 Bus 99;NULL;p;MV3.103_Feeder9;5
MV3.103 Measurement 34;MV3.103 Bus 69;NULL;q;MV3.103_Feeder7;5
MV3.103 Measurement 35;MV3.103 busbar1A;NULL;v;MV3.103;5
MV3.103 Measurement 36;MV3.103 Bus 90;NULL;q;MV3.103_Feeder8;5
MV3.103 Measurement 37;MV3.103 Bus 99;NULL;q;MV3.103_Feeder9;5
MV3.103 Measurement 38;MV3.103 busbar1B;NULL;v;MV3.103;5
MV3.103 Measurement 39;MV3.103 busbar2A;NULL;v;MV3.103;5
MV3.103 Measurement 40;MV3.103 busbar2B;NULL;v;MV3.103;5
MV3.103 Measurement 41;MV3.103 BS busbar1A;NULL;v;MV3.103;5
MV3.103 Measurement 42;MV3.103 BS busbar1B;NULL;v;MV3.103;5
MV1.201 Measurement 1;HV2 Bus 59;NULL;v;HV2_MV1.201;3
MV1.201 Measurement 2;HV2 Bus 60;NULL;v;HV2_MV1.201;3
MV1.201 Measurement 3;MV1.201 Bus 7_2;MV1.201 Line 5;p;MV1.201_Feeder1;5
MV1.201 Measurement 4;MV1.201 Bus 11_2;MV1.201 Line 9;p;MV1.201_Feeder1;5
MV1.201 Measurement 5;MV1.201 Bus 33_2;MV1.201 Line 31;p;MV1.201_Feeder4;5
MV1.201 Measurement 6;MV1.201 Bus 45_2;MV1.201 Line 43;p;MV1.201_Feeder5;5
MV1.201 Measurement 7;MV1.201 Bus 61_2;MV1.201 Line 59;p;MV1.201_Feeder6;5
MV1.201 Measurement 8;MV1.201 Bus 26_3;MV1.201 loop_line 3;p;MV1.201_Loop_Line;5
MV1.201 Measurement 9;MV1.201 Bus 39_2;MV1.201 loop_line 4;p;MV1.201_Loop_Line;5
MV1.201 Measurement 10;MV1.201 Bus 7_2;MV1.201 Line 5;q;MV1.201_Feeder1;5
MV1.201 Measurement 11;MV1.201 Bus 11_2;MV1.201 Line 9;q;MV1.201_Feeder1;5
MV1.201 Measurement 12;MV1.201 Bus 33_2;MV1.201 Line 31;q;MV1.201_Feeder4;5
MV1.201 Measurement 13;MV1.201 busbar1.1;NULL;v;MV1.201;5
MV1.201 Measurement 14;MV1.201 Bus 45_2;MV1.201 Line 43;q;MV1.201_Feeder5;5
MV1.201 Measurement 15;MV1.201 Bus 61_2;MV1.201 Line 59;q;MV1.201_Feeder6;5
MV1.201 Measurement 16;MV1.201 Bus 26_3;MV1.201 loop_line 3;q;MV1.201_Loop_Line;5
MV1.201 Measurement 17;MV1.201 Bus 39_2;MV1.201 loop_line 4;q;MV1.201_Loop_Line;5
MV1.201 Measurement 18;MV1.201 Bus 13;NULL;v;MV1.201_Feeder1;5
MV1.201 Measurement 19;MV1.201 Bus 31;NULL;v;MV1.201_Feeder4;5
MV1.201 Measurement 20;MV1.201 Bus 52;NULL;v;MV1.201_Feeder6;5
MV1.201 Measurement 21;MV1.201 Bus 13;NULL;p;MV1.201_Feeder1;5
MV1.201 Measurement 22;MV1.201 Bus 31;NULL;p;MV1.201_Feeder4;5
MV1.201 Measurement 23;MV1.201 Bus 52;NULL;p;MV1.201_Feeder6;5
MV1.201 Measurement 24;MV1.201 busbar1.2;NULL;v;MV1.201;5
MV1.201 Measurement 25;MV1.201 Bus 13;NULL;q;MV1.201_Feeder1;5
MV1.201 Measurement 26;MV1.201 Bus 31;NULL;q;MV1.201_Feeder4;5
MV1.201 Measurement 27;MV1.201 Bus 52;NULL;q;MV1.201_Feeder6;5
MV1.201 Measurement 28;MV1.201 busbar1.1_1;HV2-MV1.201-Trafo1;p;MV1.201;3
MV1.201 Measurement 29;MV1.201 busbar1.2_1;HV2-MV1.201-Trafo2;p;MV1.201;3
MV1.201 Measurement 30;MV1.201 busbar1.1_1;HV2-MV1.201-Trafo1;q;MV1.201;3
MV1.201 Measurement 31;MV1.201 busbar1.2_1;HV2-MV1.201-Trafo2;q;MV1.201;3
MV1.201 Measurement 32;MV1.201 busbar1.1_1;HV2-MV1.201-Trafo1;i;MV1.201;3
MV1.201 Measurement 33;MV1.201 busbar1.2_1;HV2-MV1.201-Trafo2;i;MV1.201;3
MV1.202 Measurement 1;HV2 Bus 96;NULL;v;HV2_MV1.202;3
MV1.202 Measurement 2;HV2 Bus 97;NULL;v;HV2_MV1.202;3
MV1.202 Measurement 3;MV1.202 Bus 7_2;MV1.202 Line 5;p;MV1.202_Feeder1;5
MV1.202 Measurement 4;MV1.202 Bus 11_2;MV1.202 Line 9;p;MV1.202_Feeder1;5
MV1.202 Measurement 5;MV1.202 Bus 33_2;MV1.202 Line 31;p;MV1.202_Feeder4;5
MV1.202 Measurement 6;MV1.202 Bus 45_2;MV1.202 Line 43;p;MV1.202_Feeder5;5
MV1.202 Measurement 7;MV1.202 Bus 61_2;MV1.202 Line 59;p;MV1.202_Feeder6;5
MV1.202 Measurement 8;MV1.202 Bus 26_3;MV1.202 loop_line 3;p;MV1.202_Loop_Line;5
MV1.202 Measurement 9;MV1.202 Bus 39_2;MV1.202 loop_line 4;p;MV1.202_Loop_Line;5
MV1.202 Measurement 10;MV1.202 Bus 7_2;MV1.202 Line 5;q;MV1.202_Feeder1;5
MV1.202 Measurement 11;MV1.202 Bus 11_2;MV1.202 Line 9;q;MV1.202_Feeder1;5
MV1.202 Measurement 12;MV1.202 Bus 33_2;MV1.202 Line 31;q;MV1.202_Feeder4;5
MV1.202 Measurement 13;MV1.202 busbar1.1;NULL;v;MV1.202;5
MV1.202 Measurement 14;MV1.202 Bus 45_2;MV1.202 Line 43;q;MV1.202_Feeder5;5
MV1.202 Measurement 15;MV1.202 Bus 61_2;MV1.202 Line 59;q;MV1.202_Feeder6;5
MV1.202 Measurement 16;MV1.202 Bus 26_3;MV1.202 loop_line 3;q;MV1.202_Loop_Line;5
MV1.202 Measurement 17;MV1.202 Bus 39_2;MV1.202 loop_line 4;q;MV1.202_Loop_Line;5
MV1.202 Measurement 18;MV1.202 Bus 13;NULL;v;MV1.202_Feeder1;5
MV1.202 Measurement 19;MV1.202 Bus 31;NULL;v;MV1.202_Feeder4;5
MV1.202 Measurement 20;MV1.202 Bus 52;NULL;v;MV1.202_Feeder6;5
MV1.202 Measurement 21;MV1.202 Bus 13;NULL;p;MV1.202_Feeder1;5
MV1.202 Measurement 22;MV1.202 Bus 31;NULL;p;MV1.202_Feeder4;5
MV1.202 Measurement 23;MV1.202 Bus 52;NULL;p;MV1.202_Feeder6;5
MV1.202 Measurement 24;MV1.202 busbar1.2;NULL;v;MV1.202;5
MV1.202 Measurement 25;MV1.202 Bus 13;NULL;q;MV1.202_Feeder1;5
MV1.202 Measurement 26;MV1.202 Bus 31;NULL;q;MV1.202_Feeder4;5
MV1.202 Measurement 27;MV1.202 Bus 52;NULL;q;MV1.202_Feeder6;5
MV1.202 Measurement 28;MV1.202 busbar1.1_1;HV2-MV1.202-Trafo1;p;MV1.202;3
MV1.202 Measurement 29;MV1.202 busbar1.2_1;HV2-MV1.202-Trafo2;p;MV1.202;3
MV1.202 Measurement 30;MV1.202 busbar1.1_1;HV2-MV1.202-Trafo1;q;MV1.202;3
MV1.202 Measurement 31;MV1.202 busbar1.2_1;HV2-MV1.202-Trafo2;q;MV1.202;3
MV1.202 Measurement 32;MV1.202 busbar1.1_1;HV2-MV1.202-Trafo1;i;MV1.202;3
MV1.202 Measurement 33;MV1.202 busbar1.2_1;HV2-MV1.202-Trafo2;i;MV1.202;3
MV1.203 Measurement 1;HV2 Bus 204;NULL;v;HV2_MV1.203;3
MV1.203 Measurement 2;HV2 Bus 205;NULL;v;HV2_MV1.203;3
MV1.203 Measurement 3;MV1.203 Bus 7_2;MV1.203 Line 5;p;MV1.203_Feeder1;5
MV1.203 Measurement 4;MV1.203 Bus 11_2;MV1.203 Line 9;p;MV1.203_Feeder1;5
MV1.203 Measurement 5;MV1.203 Bus 33_2;MV1.203 Line 31;p;MV1.203_Feeder4;5
MV1.203 Measurement 6;MV1.203 Bus 45_2;MV1.203 Line 43;p;MV1.203_Feeder5;5
MV1.203 Measurement 7;MV1.203 Bus 61_2;MV1.203 Line 59;p;MV1.203_Feeder6;5
MV1.203 Measurement 8;MV1.203 Bus 26_3;MV1.203 loop_line 3;p;MV1.203_Loop_Line;5
MV1.203 Measurement 9;MV1.203 Bus 39_2;MV1.203 loop_line 4;p;MV1.203_Loop_Line;5
MV1.203 Measurement 10;MV1.203 Bus 7_2;MV1.203 Line 5;q;MV1.203_Feeder1;5
MV1.203 Measurement 11;MV1.203 Bus 11_2;MV1.203 Line 9;q;MV1.203_Feeder1;5
MV1.203 Measurement 12;MV1.203 Bus 33_2;MV1.203 Line 31;q;MV1.203_Feeder4;5
MV1.203 Measurement 13;MV1.203 busbar1.1;NULL;v;MV1.203;5
MV1.203 Measurement 14;MV1.203 Bus 45_2;MV1.203 Line 43;q;MV1.203_Feeder5;5
MV1.203 Measurement 15;MV1.203 Bus 61_2;MV1.203 Line 59;q;MV1.203_Feeder6;5
MV1.203 Measurement 16;MV1.203 Bus 26_3;MV1.203 loop_line 3;q;MV1.203_Loop_Line;5
MV1.203 Measurement 17;MV1.203 Bus 39_2;MV1.203 loop_line 4;q;MV1.203_Loop_Line;5
MV1.203 Measurement 18;MV1.203 Bus 13;NULL;v;MV1.203_Feeder1;5
MV1.203 Measurement 19;MV1.203 Bus 31;NULL;v;MV1.203_Feeder4;5
MV1.203 Measurement 20;MV1.203 Bus 52;NULL;v;MV1.203_Feeder6;5
MV1.203 Measurement 21;MV1.203 Bus 13;NULL;p;MV1.203_Feeder1;5
MV1.203 Measurement 22;MV1.203 Bus 31;NULL;p;MV1.203_Feeder4;5
MV1.203 Measurement 23;MV1.203 Bus 52;NULL;p;MV1.203_Feeder6;5
MV1.203 Measurement 24;MV1.203 busbar1.2;NULL;v;MV1.203;5
MV1.203 Measurement 25;MV1.203 Bus 13;NULL;q;MV1.203_Feeder1;5
MV1.203 Measurement 26;MV1.203 Bus 31;NULL;q;MV1.203_Feeder4;5
MV1.203 Measurement 27;MV1.203 Bus 52;NULL;q;MV1.203_Feeder6;5
MV1.203 Measurement 28;MV1.203 busbar1.1_1;HV2-MV1.203-Trafo1;p;MV1.203;3
MV1.203 Measurement 29;MV1.203 busbar1.2_1;HV2-MV1.203-Trafo2;p;MV1.203;3
MV1.203 Measurement 30;MV1.203 busbar1.1_1;HV2-MV1.203-Trafo1;q;MV1.203;3
MV1.203 Measurement 31;MV1.203 busbar1.2_1;HV2-MV1.203-Trafo2;q;MV1.203;3
MV1.203 Measurement 32;MV1.203 busbar1.1_1;HV2-MV1.203-Trafo1;i;MV1.203;3
MV1.203 Measurement 33;MV1.203 busbar1.2_1;HV2-MV1.203-Trafo2;i;MV1.203;3
MV1.204 Measurement 1;HV2 Bus 304;NULL;v;HV2_MV1.204;3
MV1.204 Measurement 2;HV2 Bus 305;NULL;v;HV2_MV1.204;3
MV1.204 Measurement 3;MV1.204 Bus 7_2;MV1.204 Line 5;p;MV1.204_Feeder1;5
MV1.204 Measurement 4;MV1.204 Bus 11_2;MV1.204 Line 9;p;MV1.204_Feeder1;5
MV1.204 Measurement 5;MV1.204 Bus 33_2;MV1.204 Line 31;p;MV1.204_Feeder4;5
MV1.204 Measurement 6;MV1.204 Bus 45_2;MV1.204 Line 43;p;MV1.204_Feeder5;5
MV1.204 Measurement 7;MV1.204 Bus 61_2;MV1.204 Line 59;p;MV1.204_Feeder6;5
MV1.204 Measurement 8;MV1.204 Bus 26_3;MV1.204 loop_line 3;p;MV1.204_Loop_Line;5
MV1.204 Measurement 9;MV1.204 Bus 39_2;MV1.204 loop_line 4;p;MV1.204_Loop_Line;5
MV1.204 Measurement 10;MV1.204 Bus 7_2;MV1.204 Line 5;q;MV1.204_Feeder1;5
MV1.204 Measurement 11;MV1.204 Bus 11_2;MV1.204 Line 9;q;MV1.204_Feeder1;5
MV1.204 Measurement 12;MV1.204 Bus 33_2;MV1.204 Line 31;q;MV1.204_Feeder4;5
MV1.204 Measurement 13;MV1.204 busbar1.1;NULL;v;MV1.204;5
MV1.204 Measurement 14;MV1.204 Bus 45_2;MV1.204 Line 43;q;MV1.204_Feeder5;5
MV1.204 Measurement 15;MV1.204 Bus 61_2;MV1.204 Line 59;q;MV1.204_Feeder6;5
MV1.204 Measurement 16;MV1.204 Bus 26_3;MV1.204 loop_line 3;q;MV1.204_Loop_Line;5
MV1.204 Measurement 17;MV1.204 Bus 39_2;MV1.204 loop_line 4;q;MV1.204_Loop_Line;5
MV1.204 Measurement 18;MV1.204 Bus 13;NULL;v;MV1.204_Feeder1;5
MV1.204 Measurement 19;MV1.204 Bus 31;NULL;v;MV1.204_Feeder4;5
MV1.204 Measurement 20;MV1.204 Bus 52;NULL;v;MV1.204_Feeder6;5
MV1.204 Measurement 21;MV1.204 Bus 13;NULL;p;MV1.204_Feeder1;5
MV1.204 Measurement 22;MV1.204 Bus 31;NULL;p;MV1.204_Feeder4;5
MV1.204 Measurement 23;MV1.204 Bus 52;NULL;p;MV1.204_Feeder6;5
MV1.204 Measurement 24;MV1.204 busbar1.2;NULL;v;MV1.204;5
MV1.204 Measurement 25;MV1.204 Bus 13;NULL;q;MV1.204_Feeder1;5
MV1.204 Measurement 26;MV1.204 Bus 31;NULL;q;MV1.204_Feeder4;5
MV1.204 Measurement 27;MV1.204 Bus 52;NULL;q;MV1.204_Feeder6;5
MV1.204 Measurement 28;MV1.204 busbar1.1_1;HV2-MV1.204-Trafo1;p;MV1.204;3
MV1.204 Measurement 29;MV1.204 busbar1.2_1;HV2-MV1.204-Trafo2;p;MV1.204;3
MV1.204 Measurement 30;MV1.204 busbar1.1_1;HV2-MV1.204-Trafo1;q;MV1.204;3
MV1.204 Measurement 31;MV1.204 busbar1.2_1;HV2-MV1.204-Trafo2;q;MV1.204;3
MV1.204 Measurement 32;MV1.204 busbar1.1_1;HV2-MV1.204-Trafo1;i;MV1.204;3
MV1.204 Measurement 33;MV1.204 busbar1.2_1;HV2-MV1.204-Trafo2;i;MV1.204;3
MV1.205 Measurement 1;HV2 Bus 347;NULL;v;HV2_MV1.205;3
MV1.205 Measurement 2;HV2 Bus 348;NULL;v;HV2_MV1.205;3
MV1.205 Measurement 3;MV1.205 Bus 7_2;MV1.205 Line 5;p;MV1.205_Feeder1;5
MV1.205 Measurement 4;MV1.205 Bus 11_2;MV1.205 Line 9;p;MV1.205_Feeder1;5
MV1.205 Measurement 5;MV1.205 Bus 33_2;MV1.205 Line 31;p;MV1.205_Feeder4;5
MV1.205 Measurement 6;MV1.205 Bus 45_2;MV1.205 Line 43;p;MV1.205_Feeder5;5
MV1.205 Measurement 7;MV1.205 Bus 61_2;MV1.205 Line 59;p;MV1.205_Feeder6;5
MV1.205 Measurement 8;MV1.205 Bus 26_3;MV1.205 loop_line 3;p;MV1.205_Loop_Line;5
MV1.205 Measurement 9;MV1.205 Bus 39_2;MV1.205 loop_line 4;p;MV1.205_Loop_Line;5
MV1.205 Measurement 10;MV1.205 Bus 7_2;MV1.205 Line 5;q;MV1.205_Feeder1;5
MV1.205 Measurement 11;MV1.205 Bus 11_2;MV1.205 Line 9;q;MV1.205_Feeder1;5
MV1.205 Measurement 12;MV1.205 Bus 33_2;MV1.205 Line 31;q;MV1.205_Feeder4;5
MV1.205 Measurement 13;MV1.205 busbar1.1;NULL;v;MV1.205;5
MV1.205 Measurement 14;MV1.205 Bus 45_2;MV1.205 Line 43;q;MV1.205_Feeder5;5
MV1.205 Measurement 15;MV1.205 Bus 61_2;MV1.205 Line 59;q;MV1.205_Feeder6;5
MV1.205 Measurement 16;MV1.205 Bus 26_3;MV1.205 loop_line 3;q;MV1.205_Loop_Line;5
MV1.205 Measurement 17;MV1.205 Bus 39_2;MV1.205 loop_line 4;q;MV1.205_Loop_Line;5
MV1.205 Measurement 18;MV1.205 Bus 13;NULL;v;MV1.205_Feeder1;5
MV1.205 Measurement 19;MV1.205 Bus 31;NULL;v;MV1.205_Feeder4;5
MV1.205 Measurement 20;MV1.205 Bus 52;NULL;v;MV1.205_Feeder6;5
MV1.205 Measurement 21;MV1.205 Bus 13;NULL;p;MV1.205_Feeder1;5
MV1.205 Measurement 22;MV1.205 Bus 31;NULL;p;MV1.205_Feeder4;5
MV1.205 Measurement 23;MV1.205 Bus 52;NULL;p;MV1.205_Feeder6;5
MV1.205 Measurement 24;MV1.205 busbar1.2;NULL;v;MV1.205;5
MV1.205 Measurement 25;MV1.205 Bus 13;NULL;q;MV1.205_Feeder1;5
MV1.205 Measurement 26;MV1.205 Bus 31;NULL;q;MV1.205_Feeder4;5
MV1.205 Measurement 27;MV1.205 Bus 52;NULL;q;MV1.205_Feeder6;5
MV1.205 Measurement 28;MV1.205 busbar1.1_1;HV2-MV1.205-Trafo1;p;MV1.205;3
MV1.205 Measurement 29;MV1.205 busbar1.2_1;HV2-MV1.205-Trafo2;p;MV1.205;3
MV1.205 Measurement 30;MV1.205 busbar1.1_1;HV2-MV1.205-Trafo1;q;MV1.205;3
MV1.205 Measurement 31;MV1.205 busbar1.2_1;HV2-MV1.205-Trafo2;q;MV1.205;3
MV1.205 Measurement 32;MV1.205 busbar1.1_1;HV2-MV1.205-Trafo1;i;MV1.205;3
MV1.205 Measurement 33;MV1.205 busbar1.2_1;HV2-MV1.205-Trafo2;i;MV1.205;3
MV2.201 Measurement 1;HV2 Bus 86;NULL;v;HV2_MV2.201;3
MV2.201 Measurement 2;HV2 Bus 87;NULL;v;HV2_MV2.201;3
MV2.201 Measurement 3;MV2.201 busbar1.1_2;MV2.201 Line 1;p;MV2.201_Feeder1;5
MV2.201 Measurement 4;MV2.201 Bus 13_2;MV2.201 Line 11;p;MV2.201_Feeder1;5
MV2.201 Measurement 5;MV2.201 Bus 14_2;MV2.201 Line 12;p;MV2.201_Feeder1;5
MV2.201 Measurement 6;MV2.201 busbar1.1_3;MV2.201 Line 23;p;MV2.201_Feeder2;5
MV2.201 Measurement 7;MV2.201 busbar1.1_4;MV2.201 Line 35;p;MV2.201_Feeder3;5
MV2.201 Measurement 8;MV2.201 Bus 43_3;MV2.201 Line 45;p;MV2.201_Feeder3;5
MV2.201 Measurement 9;MV2.201 busbar1.1_5;MV2.201 Line 46;p;MV2.201_Feeder4;5
