id;nodeA;nodeB;type;length;loadingMax;subnet;voltLvl
MV1.103 Line 70;MV1.103 Bus 72_2;MV1.103 Bus 73_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.3;100;MV1.103_Feeder7;5
MV1.103 Line 71;MV1.103 Bus 73_2;MV1.103 Bus 74_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.5;100;MV1.103_Feeder7;5
MV1.103 Line 72;MV1.103 Bus 74_2;MV1.103 Bus 75_1;NA2XS2Y 1x70 RM/25 12/20 kV;1.8;100;MV1.103_Feeder7;5
MV1.103 Line 73;MV1.103 Bus 75_2;MV1.103 Bus 76_1;NA2XS2Y 1x70 RM/25 12/20 kV;1.2;100;MV1.103_Feeder7;5
MV1.103 Line 74;MV1.103 Bus 76_2;MV1.103 Bus 77_1;NA2XS2Y 1x70 RM/25 12/20 kV;2.1;100;MV1.103_Feeder7;5
MV1.103 Line 75;MV1.103 busbar1.2_5;MV1.103 Bus 78_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.15;100;MV1.103_Feeder8;5
MV1.103 Line 76;MV1.103 Bus 78_2;MV1.103 Bus 79_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.18;100;MV1.103_Feeder8;5
MV1.103 Line 77;MV1.103 Bus 79_2;MV1.103 Bus 80_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.2;100;MV1.103_Feeder8;5
MV1.103 Line 78;MV1.103 Bus 80_2;MV1.103 Bus 81_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.25;100;MV1.103_Feeder8;5
MV1.103 Line 79;MV1.103 Bus 81_2;MV1.103 Bus 82_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.25;100;MV1.103_Feeder8;5
MV1.103 Line 80;MV1.103 Bus 82_2;MV1.103 Bus 83_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.3;100;MV1.103_Feeder8;5
MV1.103 Line 81;MV1.103 Bus 83_2;MV1.103 Bus 84_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.35;100;MV1.103_Feeder8;5
MV1.103 Line 82;MV1.103 Bus 84_2;MV1.103 Bus 85_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.4;100;MV1.103_Feeder8;5
MV1.103 Line 83;MV1.103 Bus 85_2;MV1.103 Bus 86_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.35;100;MV1.103_Feeder8;5
MV1.103 Line 84;MV1.103 Bus 86_2;MV1.103 Bus 87_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.5;100;MV1.103_Feeder8;5
MV1.103 Line 85;MV1.103 Bus 87_2;MV1.103 Bus 88_1;34-AL1/6-ST1A 20.0;1.6;100;MV1.103_Feeder8;5
MV1.103 Line 86;MV1.103 Bus 88_2;MV1.103 Bus 89_1;34-AL1/6-ST1A 20.0;2.4;100;MV1.103_Feeder8;5
MV1.103 Line 87;MV1.103 Bus 89_2;MV1.103 Bus 90_1;34-AL1/6-ST1A 20.0;1.3;100;MV1.103_Feeder8;5
MV1.103 Line 88;MV1.103 Bus 90_2;MV1.103 Bus 91_1;34-AL1/6-ST1A 20.0;3.3;100;MV1.103_Feeder8;5
MV1.103 Line 89;MV1.103 Bus 91_2;MV1.103 Bus 92_1;NA2XS2Y 1x70 RM/25 12/20 kV;1.1;100;MV1.103_Feeder8;5
MV1.103 Line 90;MV1.103 Bus 92_2;MV1.103 Bus 93_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.55;100;MV1.103_Feeder8;5
MV1.103 Line 91;MV1.103 Bus 93_2;MV1.103 Bus 94_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.4;100;MV1.103_Feeder8;5
MV1.103 Line 92;MV1.103 Bus 94_2;MV1.103 Bus 95_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.35;100;MV1.103_Feeder8;5
MV1.103 Line 93;MV1.103 Bus 95_2;MV1.103 Bus 96_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.4;100;MV1.103_Feeder8;5
MV1.103 loop_line 1;MV1.103 Bus 12_2;MV1.103 Bus 47_2;NA2XS2Y 1x70 RM/25 12/20 kV;1.3;100;MV1.103_Loop_Line;5
MV1.103 loop_line 2;MV1.103 Bus 24_2;MV1.103 Bus 63_3;NA2XS2Y 1x70 RM/25 12/20 kV;1.8;100;MV1.103_Loop_Line;5
MV1.103 loop_line 3;MV1.103 Bus 26_3;MV1.103 Bus 77_2;NA2XS2Y 1x70 RM/25 12/20 kV;0.5;100;MV1.103_Loop_Line;5
MV1.103 loop_line 4;MV1.103 Bus 39_2;MV1.103 Bus 96_2;NA2XS2Y 1x70 RM/25 12/20 kV;2.8;100;MV1.103_Loop_Line;5
MV1.103 loop_line 5;MV1.103 Bus 15_2;MV1.103 Bus 11_3;NA2XS2Y 1x70 RM/25 12/20 kV;0.8;100;MV1.103_Loop_Line;5
MV1.103 loop_line 6;MV1.103 Bus 68_2;MV1.103 Bus 63_4;NA2XS2Y 1x70 RM/25 12/20 kV;1.4;100;MV1.103_Loop_Line;5
MV1.104 Line 1;MV1.104 busbar1.1_2;MV1.104 Bus 4_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.3;100;MV1.104_Feeder1;5
MV1.104 Line 2;MV1.104 Bus 4_2;MV1.104 Bus 5_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.25;100;MV1.104_Feeder1;5
MV1.104 Line 3;MV1.104 Bus 5_2;MV1.104 Bus 6_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.2;100;MV1.104_Feeder1;5
MV1.104 Line 4;MV1.104 Bus 6_2;MV1.104 Bus 7_1;70-AL1/11-ST1A 20.0;4.9;100;MV1.104_Feeder1;5
MV1.104 Line 5;MV1.104 Bus 7_2;MV1.104 Bus 8_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.15;100;MV1.104_Feeder1;5
MV1.104 Line 6;MV1.104 Bus 8_2;MV1.104 Bus 9_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.3;100;MV1.104_Feeder1;5
MV1.104 Line 7;MV1.104 Bus 9_2;MV1.104 Bus 10_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.8;100;MV1.104_Feeder1;5
MV1.104 Line 8;MV1.104 Bus 10_2;MV1.104 Bus 11_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.25;100;MV1.104_Feeder1;5
MV1.104 Line 9;MV1.104 Bus 11_2;MV1.104 Bus 12_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.36;100;MV1.104_Feeder1;5
MV1.104 Line 10;MV1.104 Bus 9_3;MV1.104 Bus 13_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.6;100;MV1.104_Feeder1;5
MV1.104 Line 11;MV1.104 Bus 6_3;MV1.104 Bus 14_1;34-AL1/6-ST1A 20.0;4.2;100;MV1.104_Feeder1;5
MV1.104 Line 12;MV1.104 Bus 14_2;MV1.104 Bus 15_1;34-AL1/6-ST1A 20.0;0.4;100;MV1.104_Feeder1;5
MV1.104 Line 13;MV1.104 busbar1.1_3;MV1.104 Bus 16_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.6;100;MV1.104_Feeder2;5
MV1.104 Line 14;MV1.104 Bus 16_2;MV1.104 Bus 17_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.25;100;MV1.104_Feeder2;5
MV1.104 Line 15;MV1.104 Bus 17_2;MV1.104 Bus 18_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.35;100;MV1.104_Feeder2;5
MV1.104 Line 16;MV1.104 Bus 18_2;MV1.104 Bus 19_1;70-AL1/11-ST1A 20.0;2.9;100;MV1.104_Feeder2;5
MV1.104 Line 17;MV1.104 Bus 19_2;MV1.104 Bus 20_1;70-AL1/11-ST1A 20.0;3.6;100;MV1.104_Feeder2;5
MV1.104 Line 18;MV1.104 Bus 20_2;MV1.104 Bus 21_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.6;100;MV1.104_Feeder2;5
MV1.104 Line 19;MV1.104 Bus 21_2;MV1.104 Bus 22_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.5;100;MV1.104_Feeder2;5
MV1.104 Line 20;MV1.104 Bus 22_2;MV1.104 Bus 23_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.2;100;MV1.104_Feeder2;5
MV1.104 Line 21;MV1.104 Bus 23_2;MV1.104 Bus 24_1;NA2XS2Y 1x120 RM/25 12/20 kV;1.2;100;MV1.104_Feeder2;5
MV1.104 Line 22;MV1.104 busbar1.1_4;MV1.104 Bus 25_1;NA2XS2Y 1x70 RM/25 12/20 kV;2.6;100;MV1.104_Feeder3;5
MV1.104 Line 23;MV1.104 Bus 25_2;MV1.104 Bus 26_1;NA2XS2Y 1x70 RM/25 12/20 kV;1.5;100;MV1.104_Feeder3;5
MV1.104 Line 24;MV1.104 Bus 26_2;MV1.104 Bus 27_1;34-AL1/6-ST1A 20.0;1.8;100;MV1.104_Feeder3;5
MV1.104 Line 25;MV1.104 Bus 27_2;MV1.104 Bus 28_1;34-AL1/6-ST1A 20.0;3.3;100;MV1.104_Feeder3;5
MV1.104 Line 26;MV1.104 Bus 27_3;MV1.104 Bus 29_1;34-AL1/6-ST1A 20.0;2;100;MV1.104_Feeder3;5
MV1.104 Line 27;MV1.104 busbar1.1_5;MV1.104 Bus 30_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.4;100;MV1.104_Feeder4;5
MV1.104 Line 28;MV1.104 Bus 30_2;MV1.104 Bus 31_1;NA2XS2Y 1x120 RM/25 12/20 kV;1.9;100;MV1.104_Feeder4;5
MV1.104 Line 29;MV1.104 Bus 31_2;MV1.104 Bus 32_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.3;100;MV1.104_Feeder4;5
MV1.104 Line 30;MV1.104 Bus 32_2;MV1.104 Bus 33_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.25;100;MV1.104_Feeder4;5
MV1.104 Line 31;MV1.104 Bus 33_2;MV1.104 Bus 34_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.35;100;MV1.104_Feeder4;5
MV1.104 Line 32;MV1.104 Bus 34_2;MV1.104 Bus 35_1;NA2XS2Y 1x120 RM/25 12/20 kV;1.3;100;MV1.104_Feeder4;5
MV1.104 Line 33;MV1.104 Bus 35_2;MV1.104 Bus 36_1;NA2XS2Y 1x120 RM/25 12/20 kV;1.5;100;MV1.104_Feeder4;5
MV1.104 Line 34;MV1.104 Bus 36_2;MV1.104 Bus 37_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.4;100;MV1.104_Feeder4;5
MV1.104 Line 35;MV1.104 Bus 37_2;MV1.104 Bus 38_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.45;100;MV1.104_Feeder4;5
MV1.104 Line 36;MV1.104 Bus 38_2;MV1.104 Bus 39_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.4;100;MV1.104_Feeder4;5
MV1.104 Line 37;MV1.104 busbar1.2_2;MV1.104 Bus 40_1;34-AL1/6-ST1A 20.0;2.7;100;MV1.104_Feeder5;5
MV1.104 Line 38;MV1.104 Bus 40_2;MV1.104 Bus 41_1;34-AL1/6-ST1A 20.0;0.4;100;MV1.104_Feeder5;5
MV1.104 Line 39;MV1.104 Bus 41_2;MV1.104 Bus 42_1;34-AL1/6-ST1A 20.0;5;100;MV1.104_Feeder5;5
MV1.104 Line 40;MV1.104 Bus 42_2;MV1.104 Bus 43_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.7;100;MV1.104_Feeder5;5
MV1.104 Line 41;MV1.104 Bus 43_2;MV1.104 Bus 44_1;NA2XS2Y 1x70 RM/25 12/20 kV;3.4;100;MV1.104_Feeder5;5
MV1.104 Line 42;MV1.104 Bus 44_2;MV1.104 Bus 45_1;NA2XS2Y 1x70 RM/25 12/20 kV;1.7;100;MV1.104_Feeder5;5
MV1.104 Line 43;MV1.104 Bus 45_2;MV1.104 Bus 46_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.5;100;MV1.104_Feeder5;5
MV1.104 Line 44;MV1.104 Bus 46_2;MV1.104 Bus 47_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.8;100;MV1.104_Feeder5;5
MV1.104 Line 45;MV1.104 busbar1.2_3;MV1.104 Bus 48_1;NA2XS2Y 1x120 RM/25 12/20 kV;1.7;100;MV1.104_Feeder6;5
MV1.104 Line 46;MV1.104 Bus 48_2;MV1.104 Bus 49_1;NA2XS2Y 1x120 RM/25 12/20 kV;2.6;100;MV1.104_Feeder6;5
MV1.104 Line 47;MV1.104 Bus 49_2;MV1.104 Bus 50_1;NA2XS2Y 1x120 RM/25 12/20 kV;1.6;100;MV1.104_Feeder6;5
MV1.104 Line 48;MV1.104 Bus 50_2;MV1.104 Bus 51_1;NA2XS2Y 1x120 RM/25 12/20 kV;2.5;100;MV1.104_Feeder6;5
MV1.104 Line 49;MV1.104 Bus 51_2;MV1.104 Bus 52_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.7;100;MV1.104_Feeder6;5
MV1.104 Line 50;MV1.104 Bus 52_2;MV1.104 Bus 53_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.3;100;MV1.104_Feeder6;5
MV1.104 Line 51;MV1.104 Bus 53_2;MV1.104 Bus 54_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.35;100;MV1.104_Feeder6;5
MV1.104 Line 52;MV1.104 Bus 54_2;MV1.104 Bus 55_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.4;100;MV1.104_Feeder6;5
MV1.104 Line 53;MV1.104 Bus 55_2;MV1.104 Bus 56_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.25;100;MV1.104_Feeder6;5
MV1.104 Line 54;MV1.104 Bus 56_2;MV1.104 Bus 57_1;NA2XS2Y 1x120 RM/25 12/20 kV;1.1;100;MV1.104_Feeder6;5
MV1.104 Line 55;MV1.104 Bus 57_2;MV1.104 Bus 58_1;NA2XS2Y 1x120 RM/25 12/20 kV;2.2;100;MV1.104_Feeder6;5
MV1.104 Line 56;MV1.104 Bus 58_2;MV1.104 Bus 59_1;NA2XS2Y 1x120 RM/25 12/20 kV;1.7;100;MV1.104_Feeder6;5
MV1.104 Line 57;MV1.104 Bus 59_2;MV1.104 Bus 60_1;NA2XS2Y 1x120 RM/25 12/20 kV;3.1;100;MV1.104_Feeder6;5
MV1.104 Line 58;MV1.104 Bus 60_2;MV1.104 Bus 61_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.6;100;MV1.104_Feeder6;5
MV1.104 Line 59;MV1.104 Bus 61_2;MV1.104 Bus 62_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.35;100;MV1.104_Feeder6;5
MV1.104 Line 60;MV1.104 Bus 62_2;MV1.104 Bus 63_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.2;100;MV1.104_Feeder6;5
MV1.104 Line 61;MV1.104 Bus 63_2;MV1.104 Bus 64_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.9;100;MV1.104_Feeder6;5
MV1.104 Line 62;MV1.104 Bus 64_2;MV1.104 Bus 65_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.7;100;MV1.104_Feeder6;5
MV1.104 Line 63;MV1.104 Bus 65_2;MV1.104 Bus 66_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.35;100;MV1.104_Feeder6;5
MV1.104 Line 64;MV1.104 Bus 66_2;MV1.104 Bus 67_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.35;100;MV1.104_Feeder6;5
MV1.104 Line 65;MV1.104 Bus 67_2;MV1.104 Bus 68_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.35;100;MV1.104_Feeder6;5
MV1.104 Line 66;MV1.104 Bus 53_3;MV1.104 Bus 69_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.6;100;MV1.104_Feeder6;5
MV1.104 Line 67;MV1.104 Bus 69_2;MV1.104 Bus 70_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.7;100;MV1.104_Feeder6;5
MV1.104 Line 68;MV1.104 busbar1.2_4;MV1.104 Bus 71_1;34-AL1/6-ST1A 20.0;2.4;100;MV1.104_Feeder7;5
MV1.104 Line 69;MV1.104 Bus 71_2;MV1.104 Bus 72_1;34-AL1/6-ST1A 20.0;4.6;100;MV1.104_Feeder7;5
MV1.104 Line 70;MV1.104 Bus 72_2;MV1.104 Bus 73_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.3;100;MV1.104_Feeder7;5
MV1.104 Line 71;MV1.104 Bus 73_2;MV1.104 Bus 74_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.5;100;MV1.104_Feeder7;5
MV1.104 Line 72;MV1.104 Bus 74_2;MV1.104 Bus 75_1;NA2XS2Y 1x70 RM/25 12/20 kV;1.8;100;MV1.104_Feeder7;5
MV1.104 Line 73;MV1.104 Bus 75_2;MV1.104 Bus 76_1;NA2XS2Y 1x70 RM/25 12/20 kV;1.2;100;MV1.104_Feeder7;5
MV1.104 Line 74;MV1.104 Bus 76_2;MV1.104 Bus 77_1;NA2XS2Y 1x70 RM/25 12/20 kV;2.1;100;MV1.104_Feeder7;5
MV1.104 Line 75;MV1.104 busbar1.2_5;MV1.104 Bus 78_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.15;100;MV1.104_Feeder8;5
MV1.104 Line 76;MV1.104 Bus 78_2;MV1.104 Bus 79_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.18;100;MV1.104_Feeder8;5
MV1.104 Line 77;MV1.104 Bus 79_2;MV1.104 Bus 80_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.2;100;MV1.104_Feeder8;5
MV1.104 Line 78;MV1.104 Bus 80_2;MV1.104 Bus 81_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.25;100;MV1.104_Feeder8;5
MV1.104 Line 79;MV1.104 Bus 81_2;MV1.104 Bus 82_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.25;100;MV1.104_Feeder8;5
MV1.104 Line 80;MV1.104 Bus 82_2;MV1.104 Bus 83_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.3;100;MV1.104_Feeder8;5
MV1.104 Line 81;MV1.104 Bus 83_2;MV1.104 Bus 84_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.35;100;MV1.104_Feeder8;5
MV1.104 Line 82;MV1.104 Bus 84_2;MV1.104 Bus 85_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.4;100;MV1.104_Feeder8;5
MV1.104 Line 83;MV1.104 Bus 85_2;MV1.104 Bus 86_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.35;100;MV1.104_Feeder8;5
MV1.104 Line 84;MV1.104 Bus 86_2;MV1.104 Bus 87_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.5;100;MV1.104_Feeder8;5
MV1.104 Line 85;MV1.104 Bus 87_2;MV1.104 Bus 88_1;34-AL1/6-ST1A 20.0;1.6;100;MV1.104_Feeder8;5
MV1.104 Line 86;MV1.104 Bus 88_2;MV1.104 Bus 89_1;34-AL1/6-ST1A 20.0;2.4;100;MV1.104_Feeder8;5
MV1.104 Line 87;MV1.104 Bus 89_2;MV1.104 Bus 90_1;34-AL1/6-ST1A 20.0;1.3;100;MV1.104_Feeder8;5
MV1.104 Line 88;MV1.104 Bus 90_2;MV1.104 Bus 91_1;34-AL1/6-ST1A 20.0;3.3;100;MV1.104_Feeder8;5
MV1.104 Line 89;MV1.104 Bus 91_2;MV1.104 Bus 92_1;NA2XS2Y 1x70 RM/25 12/20 kV;1.1;100;MV1.104_Feeder8;5
MV1.104 Line 90;MV1.104 Bus 92_2;MV1.104 Bus 93_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.55;100;MV1.104_Feeder8;5
MV1.104 Line 91;MV1.104 Bus 93_2;MV1.104 Bus 94_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.4;100;MV1.104_Feeder8;5
MV1.104 Line 92;MV1.104 Bus 94_2;MV1.104 Bus 95_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.35;100;MV1.104_Feeder8;5
MV1.104 Line 93;MV1.104 Bus 95_2;MV1.104 Bus 96_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.4;100;MV1.104_Feeder8;5
MV1.104 loop_line 1;MV1.104 Bus 12_2;MV1.104 Bus 47_2;NA2XS2Y 1x70 RM/25 12/20 kV;1.3;100;MV1.104_Loop_Line;5
MV1.104 loop_line 2;MV1.104 Bus 24_2;MV1.104 Bus 63_3;NA2XS2Y 1x70 RM/25 12/20 kV;1.8;100;MV1.104_Loop_Line;5
MV1.104 loop_line 3;MV1.104 Bus 26_3;MV1.104 Bus 77_2;NA2XS2Y 1x70 RM/25 12/20 kV;0.5;100;MV1.104_Loop_Line;5
MV1.104 loop_line 4;MV1.104 Bus 39_2;MV1.104 Bus 96_2;NA2XS2Y 1x70 RM/25 12/20 kV;2.8;100;MV1.104_Loop_Line;5
MV1.104 loop_line 5;MV1.104 Bus 15_2;MV1.104 Bus 11_3;NA2XS2Y 1x70 RM/25 12/20 kV;0.8;100;MV1.104_Loop_Line;5
MV1.104 loop_line 6;MV1.104 Bus 68_2;MV1.104 Bus 63_4;NA2XS2Y 1x70 RM/25 12/20 kV;1.4;100;MV1.104_Loop_Line;5
MV1.105 Line 1;MV1.105 busbar1.1_2;MV1.105 Bus 4_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.3;100;MV1.105_Feeder1;5
MV1.105 Line 2;MV1.105 Bus 4_2;MV1.105 Bus 5_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.25;100;MV1.105_Feeder1;5
MV1.105 Line 3;MV1.105 Bus 5_2;MV1.105 Bus 6_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.2;100;MV1.105_Feeder1;5
MV1.105 Line 4;MV1.105 Bus 6_2;MV1.105 Bus 7_1;70-AL1/11-ST1A 20.0;4.9;100;MV1.105_Feeder1;5
MV1.105 Line 5;MV1.105 Bus 7_2;MV1.105 Bus 8_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.15;100;MV1.105_Feeder1;5
MV1.105 Line 6;MV1.105 Bus 8_2;MV1.105 Bus 9_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.3;100;MV1.105_Feeder1;5
MV1.105 Line 7;MV1.105 Bus 9_2;MV1.105 Bus 10_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.8;100;MV1.105_Feeder1;5
MV1.105 Line 8;MV1.105 Bus 10_2;MV1.105 Bus 11_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.25;100;MV1.105_Feeder1;5
MV1.105 Line 9;MV1.105 Bus 11_2;MV1.105 Bus 12_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.36;100;MV1.105_Feeder1;5
MV1.105 Line 10;MV1.105 Bus 9_3;MV1.105 Bus 13_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.6;100;MV1.105_Feeder1;5
MV1.105 Line 11;MV1.105 Bus 6_3;MV1.105 Bus 14_1;34-AL1/6-ST1A 20.0;4.2;100;MV1.105_Feeder1;5
MV1.105 Line 12;MV1.105 Bus 14_2;MV1.105 Bus 15_1;34-AL1/6-ST1A 20.0;0.4;100;MV1.105_Feeder1;5
MV1.105 Line 13;MV1.105 busbar1.1_3;MV1.105 Bus 16_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.6;100;MV1.105_Feeder2;5
MV1.105 Line 14;MV1.105 Bus 16_2;MV1.105 Bus 17_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.25;100;MV1.105_Feeder2;5
MV1.105 Line 15;MV1.105 Bus 17_2;MV1.105 Bus 18_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.35;100;MV1.105_Feeder2;5
MV1.105 Line 16;MV1.105 Bus 18_2;MV1.105 Bus 19_1;70-AL1/11-ST1A 20.0;2.9;100;MV1.105_Feeder2;5
MV1.105 Line 17;MV1.105 Bus 19_2;MV1.105 Bus 20_1;70-AL1/11-ST1A 20.0;3.6;100;MV1.105_Feeder2;5
MV1.105 Line 18;MV1.105 Bus 20_2;MV1.105 Bus 21_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.6;100;MV1.105_Feeder2;5
MV1.105 Line 19;MV1.105 Bus 21_2;MV1.105 Bus 22_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.5;100;MV1.105_Feeder2;5
MV1.105 Line 20;MV1.105 Bus 22_2;MV1.105 Bus 23_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.2;100;MV1.105_Feeder2;5
MV1.105 Line 21;MV1.105 Bus 23_2;MV1.105 Bus 24_1;NA2XS2Y 1x120 RM/25 12/20 kV;1.2;100;MV1.105_Feeder2;5
MV1.105 Line 22;MV1.105 busbar1.1_4;MV1.105 Bus 25_1;NA2XS2Y 1x70 RM/25 12/20 kV;2.6;100;MV1.105_Feeder3;5
MV1.105 Line 23;MV1.105 Bus 25_2;MV1.105 Bus 26_1;NA2XS2Y 1x70 RM/25 12/20 kV;1.5;100;MV1.105_Feeder3;5
MV1.105 Line 24;MV1.105 Bus 26_2;MV1.105 Bus 27_1;34-AL1/6-ST1A 20.0;1.8;100;MV1.105_Feeder3;5
MV1.105 Line 25;MV1.105 Bus 27_2;MV1.105 Bus 28_1;34-AL1/6-ST1A 20.0;3.3;100;MV1.105_Feeder3;5
MV1.105 Line 26;MV1.105 Bus 27_3;MV1.105 Bus 29_1;34-AL1/6-ST1A 20.0;2;100;MV1.105_Feeder3;5
MV1.105 Line 27;MV1.105 busbar1.1_5;MV1.105 Bus 30_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.4;100;MV1.105_Feeder4;5
MV1.105 Line 28;MV1.105 Bus 30_2;MV1.105 Bus 31_1;NA2XS2Y 1x120 RM/25 12/20 kV;1.9;100;MV1.105_Feeder4;5
MV1.105 Line 29;MV1.105 Bus 31_2;MV1.105 Bus 32_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.3;100;MV1.105_Feeder4;5
MV1.105 Line 30;MV1.105 Bus 32_2;MV1.105 Bus 33_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.25;100;MV1.105_Feeder4;5
MV1.105 Line 31;MV1.105 Bus 33_2;MV1.105 Bus 34_1;NA2XS2Y 1x120 RM/25 12/20 kV;0.35;100;MV1.105_Feeder4;5
MV1.105 Line 32;MV1.105 Bus 34_2;MV1.105 Bus 35_1;NA2XS2Y 1x120 RM/25 12/20 kV;1.3;100;MV1.105_Feeder4;5
MV1.105 Line 33;MV1.105 Bus 35_2;MV1.105 Bus 36_1;NA2XS2Y 1x120 RM/25 12/20 kV;1.5;100;MV1.105_Feeder4;5
MV1.105 Line 34;MV1.105 Bus 36_2;MV1.105 Bus 37_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.4;100;MV1.105_Feeder4;5
MV1.105 Line 35;MV1.105 Bus 37_2;MV1.105 Bus 38_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.45;100;MV1.105_Feeder4;5
MV1.105 Line 36;MV1.105 Bus 38_2;MV1.105 Bus 39_1;NA2XS2Y 1x70 RM/25 12/20 kV;0.4;100;MV1.105_Feeder4;5
MV1.105 Line 37;MV1.105 busbar1.2_2;MV1.105 Bus 40_1;34-AL1/6-ST1A 20.0;2.7;100;MV1.105_Feeder5;5
MV1.105 Line 38;MV1.105 Bus 40_2;MV1.105 Bus 41_1;34-AL1/6-ST1A 20.0;0.4;100;MV1.105_Feeder5;5
MV1.105 Line 39;MV1.105 Bus 41_2;MV1.105 Bus 42_1;34-AL1/6-ST1A 20.0;5;100;MV1.105_Feeder5;5
